ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,District
151,170,241,Arrest,2026-07-08,Kodagu
152,171,242,Arrest,2024-05-27,Bengaluru Rural
153,172,243,Arrest,2023-02-05,Yadgir
154,172,244,Surrender,2023-01-21,Yadgir
155,173,245,Arrest,2023-11-30,Bengaluru City
156,174,246,Arrest,2022-02-04,Mangaluru (Dakshina Kannada)
157,175,247,Arrest,2022-01-26,Bengaluru City
158,175,248,Surrender,2022-01-18,Bengaluru City
159,176,250,Arrest,2026-06-21,Koppal
160,177,251,Arrest,2026-09-29,Mangaluru (Dakshina Kannada)
161,179,254,Arrest,2024-09-17,Bengaluru Rural
162,180,255,Arrest,2026-05-11,Raichur
163,181,256,Arrest,2026-09-05,Belagavi
164,181,257,Arrest,2026-09-28,Belagavi
165,182,258,Arrest,2025-06-17,Kalaburagi
166,183,259,Surrender,2022-04-29,Bengaluru Rural
167,183,260,Arrest,2022-04-14,Bengaluru Rural
168,183,261,Arrest,2022-04-06,Bengaluru Rural
169,184,262,Surrender,2025-02-10,Yadgir
170,185,263,Arrest,2023-06-17,Ramanagara
171,186,264,Arrest,2025-03-21,Mysuru
172,186,265,Arrest,2025-03-10,Mysuru
173,186,266,Arrest,2025-04-03,Mysuru
174,188,268,Arrest,2026-08-01,Uttara Kannada
175,189,269,Arrest,2025-04-28,Bengaluru Rural
176,189,271,Arrest,2025-04-10,Bengaluru Rural
177,191,272,Arrest,2026-04-30,Kolar
178,191,273,Arrest,2026-03-23,Kolar
179,192,274,Arrest,2025-01-11,Hubballi-Dharwad
180,195,276,Arrest,2025-11-06,Kodagu
181,196,277,Arrest,2023-07-07,Hubballi-Dharwad
182,197,279,Arrest,2026-08-03,Udupi
183,198,281,Arrest,2025-07-14,Mangaluru (Dakshina Kannada)
184,200,283,Surrender,2025-06-19,Bengaluru City
185,202,284,Arrest,2024-05-20,Shivamogga
186,203,285,Arrest,2023-03-07,Kodagu
187,204,286,Arrest,2023-01-20,Belagavi
188,204,287,Arrest,2023-01-04,Belagavi
189,207,291,Arrest,2024-10-23,Bengaluru Rural
190,208,292,Arrest,2026-08-07,Chamarajanagar
191,209,294,Arrest,2026-11-08,Belagavi
192,211,296,Arrest,2024-07-23,Bengaluru Rural
193,212,297,Arrest,2024-01-18,Mysuru
194,213,298,Arrest,2026-11-12,Mangaluru (Dakshina Kannada)
195,214,299,Arrest,2022-10-04,Ballari
196,215,301,Arrest,2025-10-25,Chamarajanagar
197,216,302,Arrest,2023-05-24,Haveri
198,216,303,Surrender,2023-05-08,Haveri
199,216,304,Arrest,2023-05-02,Haveri
200,218,305,Arrest,2023-11-28,Kodagu
201,218,306,Arrest,2023-12-08,Kodagu
202,219,307,Arrest,2025-04-20,Bengaluru Rural
203,222,309,Arrest,2023-04-03,Mangaluru (Dakshina Kannada)
204,222,310,Arrest,2023-04-06,Mangaluru (Dakshina Kannada)
205,222,311,Arrest,2023-03-09,Mangaluru (Dakshina Kannada)
206,223,312,Arrest,2026-08-05,Hassan
207,223,313,Arrest,2026-07-27,Hassan
208,224,314,Arrest,2025-10-16,Mangaluru (Dakshina Kannada)
209,224,315,Arrest,2025-10-12,Mangaluru (Dakshina Kannada)
210,226,316,Surrender,2024-02-29,Ramanagara
211,227,317,Surrender,2025-06-18,Ramanagara
212,228,319,Arrest,2025-06-12,Hubballi-Dharwad
213,229,320,Arrest,2024-12-06,Mysuru
214,230,322,Arrest,2026-02-03,Bengaluru Rural
215,230,323,Arrest,2026-01-29,Bengaluru Rural
216,231,324,Arrest,2025-10-20,Vijayapura
217,231,326,Arrest,2025-10-31,Vijayapura
218,232,327,Arrest,2026-03-12,Mysuru
219,232,329,Arrest,2026-03-30,Mysuru
220,233,330,Arrest,2023-09-14,Chitradurga
221,237,336,Arrest,2023-09-11,Kalaburagi
222,238,338,Arrest,2025-04-23,Bengaluru City
223,239,340,Surrender,2025-10-26,Mangaluru (Dakshina Kannada)
224,240,341,Surrender,2024-07-16,Mysuru
225,242,343,Arrest,2026-11-29,Bengaluru Rural
226,243,346,Arrest,2024-03-10,Davanagere
227,244,347,Arrest,2026-06-06,Gadag
228,245,348,Arrest,2024-07-20,Bidar
229,245,349,Arrest,2024-07-27,Bidar
230,245,350,Surrender,2024-07-13,Bidar
231,246,351,Arrest,2024-01-06,Bengaluru Rural
232,247,352,Arrest,2023-01-02,Mysuru
233,248,353,Arrest,2022-08-04,Mysuru
234,249,354,Arrest,2026-05-05,Chamarajanagar
235,249,355,Arrest,2026-05-10,Chamarajanagar
236,250,357,Arrest,2027-01-12,Chikkamagaluru
237,251,358,Arrest,2024-03-10,Bidar
238,252,361,Surrender,2023-12-13,Yadgir
239,253,364,Arrest,2026-02-21,Hubballi-Dharwad
240,254,366,Arrest,2022-03-25,Hassan
241,257,369,Arrest,2023-04-25,Bagalkot
242,258,370,Arrest,2022-06-03,Mandya
243,259,371,Arrest,2026-05-24,Belagavi
244,261,373,Arrest,2026-04-23,Belagavi
245,262,374,Arrest,2023-09-14,Davanagere
246,262,375,Arrest,2023-09-28,Davanagere
247,262,376,Surrender,2023-09-27,Davanagere
248,263,377,Arrest,2026-04-17,Bengaluru Rural
249,265,379,Arrest,2023-03-11,Raichur
250,266,380,Arrest,2025-07-24,Bengaluru Rural
251,267,381,Arrest,2026-03-07,Kodagu
252,268,384,Surrender,2026-07-19,Belagavi
253,270,388,Arrest,2026-09-16,Belagavi
254,271,390,Arrest,2023-01-14,Haveri
255,273,394,Arrest,2022-12-09,Bengaluru Rural
256,274,396,Arrest,2026-04-10,Shivamogga
257,276,398,Arrest,2022-05-07,Chamarajanagar
258,276,399,Arrest,2022-04-25,Chamarajanagar
259,277,401,Arrest,2024-08-21,Mysuru
260,278,402,Arrest,2026-07-24,Bengaluru Rural
261,279,403,Arrest,2026-10-31,Koppal
262,283,408,Arrest,2025-07-04,Kodagu
263,288,413,Arrest,2022-03-31,Bengaluru City
264,288,414,Arrest,2022-03-07,Bengaluru City
265,290,417,Arrest,2023-06-29,Kolar
266,291,418,Surrender,2024-07-01,Bengaluru Rural
267,291,419,Arrest,2024-07-09,Bengaluru Rural
268,292,420,Arrest,2023-01-12,Hubballi-Dharwad
269,296,424,Arrest,2026-08-26,Kodagu
270,297,428,Surrender,2025-02-17,Mysuru
271,298,430,Arrest,2025-03-26,Tumakuru
272,299,431,Arrest,2025-04-14,Chamarajanagar
273,300,433,Arrest,2026-01-03,Tumakuru
274,301,436,Arrest,2022-08-02,Kodagu
275,302,437,Arrest,2022-08-25,Belagavi
276,303,439,Arrest,2023-06-23,Davanagere
277,304,440,Arrest,2025-02-23,Ramanagara
278,305,442,Arrest,2024-04-22,Mandya
279,306,443,Arrest,2024-01-20,Chitradurga
280,306,444,Surrender,2024-01-28,Chitradurga
281,306,445,Arrest,2024-02-04,Chitradurga
282,307,446,Arrest,2022-12-17,Hassan
283,308,447,Surrender,2026-04-09,Belagavi
284,309,448,Arrest,2026-07-06,Mangaluru (Dakshina Kannada)
285,310,450,Arrest,2024-03-24,Chikkaballapur
286,312,452,Arrest,2026-02-11,Bengaluru Rural
287,313,453,Arrest,2027-01-13,Bengaluru City
288,315,454,Arrest,2024-11-03,Chitradurga
289,317,455,Surrender,2026-06-10,Kodagu
290,318,456,Surrender,2025-02-03,Belagavi
291,319,457,Arrest,2026-04-17,Davanagere
292,320,460,Arrest,2022-07-01,Ballari
293,321,461,Arrest,2025-04-08,Kalaburagi
294,322,462,Arrest,2026-12-23,Davanagere
295,323,464,Arrest,2022-02-21,Mysuru
296,324,466,Arrest,2025-08-05,Kodagu
297,325,467,Arrest,2023-11-23,Bengaluru Rural
298,326,468,Arrest,2022-12-15,Bengaluru Rural
299,327,469,Arrest,2024-11-20,Chikkaballapur
300,328,472,Arrest,2024-07-27,Chitradurga
301,329,473,Arrest,2024-12-03,Vijayapura
302,332,476,Arrest,2025-04-07,Kodagu
303,332,477,Arrest,2025-03-27,Kodagu
304,332,478,Arrest,2025-04-10,Kodagu
305,333,479,Arrest,2022-09-15,Kodagu
306,333,480,Arrest,2022-08-10,Kodagu
307,336,484,Arrest,2025-03-19,Hassan
308,337,486,Arrest,2024-07-25,Kodagu
309,340,490,Arrest,2022-12-26,Belagavi
310,341,491,Arrest,2026-07-23,Koppal
311,343,493,Arrest,2023-10-27,Belagavi
312,346,496,Arrest,2022-05-15,Koppal
313,348,498,Arrest,2026-09-05,Belagavi
314,351,501,Arrest,2022-10-12,Bengaluru City
315,352,502,Surrender,2026-01-15,Davanagere
316,353,504,Arrest,2026-03-03,Raichur
317,354,506,Arrest,2024-06-19,Mangaluru (Dakshina Kannada)
318,354,507,Arrest,2024-06-20,Mangaluru (Dakshina Kannada)
319,355,509,Arrest,2024-06-05,Mangaluru (Dakshina Kannada)
320,355,510,Arrest,2024-06-10,Mangaluru (Dakshina Kannada)
321,356,511,Arrest,2025-12-29,Chamarajanagar
322,360,515,Arrest,2022-10-16,Bengaluru City
323,364,518,Surrender,2025-12-10,Mysuru
324,364,519,Arrest,2025-12-01,Mysuru
325,365,520,Arrest,2026-05-01,Mangaluru (Dakshina Kannada)
326,366,521,Arrest,2022-03-24,Yadgir
327,367,522,Arrest,2026-06-17,Yadgir
328,368,523,Surrender,2022-02-07,Ballari
329,369,525,Arrest,2022-04-10,Bengaluru Rural
330,369,526,Arrest,2022-05-18,Bengaluru Rural
331,370,527,Arrest,2026-12-31,Udupi
332,371,528,Arrest,2026-04-02,Udupi
333,372,529,Arrest,2027-01-10,Mysuru
334,373,530,Arrest,2024-03-17,Mangaluru (Dakshina Kannada)
335,373,531,Arrest,2024-03-04,Mangaluru (Dakshina Kannada)
336,375,534,Arrest,2026-11-30,Davanagere
337,375,535,Arrest,2026-12-02,Davanagere
338,376,536,Arrest,2026-12-02,Chamarajanagar
339,377,537,Surrender,2025-02-08,Mysuru
340,378,538,Arrest,2026-11-19,Bengaluru City
341,379,539,Arrest,2026-11-04,Bengaluru City
342,379,540,Surrender,2026-11-08,Bengaluru City
343,381,542,Arrest,2025-04-20,Hassan
344,382,545,Arrest,2024-02-24,Chamarajanagar
345,383,548,Arrest,2026-05-15,Hassan
346,384,549,Arrest,2024-09-22,Bengaluru Rural
347,384,550,Surrender,2024-09-09,Bengaluru Rural
348,386,552,Arrest,2023-01-23,Yadgir
349,387,553,Surrender,2026-04-10,Davanagere
350,387,555,Arrest,2026-03-29,Davanagere
351,388,556,Surrender,2026-06-14,Mangaluru (Dakshina Kannada)
352,388,557,Arrest,2026-05-18,Mangaluru (Dakshina Kannada)
353,388,558,Arrest,2026-06-06,Mangaluru (Dakshina Kannada)
354,389,559,Arrest,2026-05-11,Bidar
355,391,560,Arrest,2024-02-01,Gadag
356,392,561,Arrest,2026-12-25,Yadgir
357,392,562,Arrest,2026-12-24,Yadgir
358,395,565,Arrest,2025-05-29,Mysuru
359,396,567,Arrest,2025-06-14,Yadgir
360,396,568,Arrest,2025-06-05,Yadgir
361,397,569,Arrest,2023-11-30,Davanagere
362,399,571,Surrender,2023-11-19,Yadgir
363,400,572,Arrest,2022-08-26,Bengaluru City
364,402,573,Arrest,2026-04-23,Bidar
365,403,575,Arrest,2025-07-01,Yadgir
366,403,576,Surrender,2025-06-13,Yadgir
367,405,578,Arrest,2026-09-13,Udupi
368,406,579,Arrest,2026-09-24,Davanagere
369,409,581,Arrest,2024-11-25,Hubballi-Dharwad
370,410,582,Arrest,2025-04-07,Mysuru
371,410,583,Surrender,2025-03-07,Mysuru
372,411,584,Arrest,2024-02-04,Belagavi
373,413,587,Arrest,2022-05-22,Mangaluru (Dakshina Kannada)
374,414,588,Arrest,2024-03-18,Belagavi
375,415,590,Arrest,2024-07-12,Hassan
376,417,592,Arrest,2024-03-02,Kalaburagi
377,417,593,Arrest,2024-03-06,Kalaburagi
378,418,594,Arrest,2026-11-14,Belagavi
379,419,596,Arrest,2027-01-31,Chitradurga
380,420,597,Arrest,2025-11-19,Bengaluru Rural
381,420,598,Arrest,2025-12-08,Bengaluru Rural
382,423,601,Arrest,2026-09-27,Bengaluru City
383,425,603,Arrest,2024-11-17,Belagavi
384,425,604,Arrest,2024-12-08,Belagavi
385,427,606,Surrender,2026-11-25,Kalaburagi
386,429,608,Arrest,2022-08-25,Udupi
387,430,609,Arrest,2022-11-05,Bengaluru City
388,432,610,Arrest,2024-04-06,Ramanagara
389,434,612,Surrender,2025-07-12,Belagavi
390,434,613,Surrender,2025-07-16,Belagavi
391,436,615,Surrender,2025-01-08,Bengaluru City
392,437,616,Surrender,2024-10-06,Davanagere
393,438,617,Arrest,2026-10-12,Gadag
394,439,619,Surrender,2025-02-16,Chamarajanagar
395,440,620,Arrest,2027-01-16,Hassan
396,443,625,Surrender,2023-05-09,Bengaluru Rural
397,443,626,Arrest,2023-05-30,Bengaluru Rural
398,443,627,Arrest,2023-04-27,Bengaluru Rural
399,444,628,Arrest,2025-05-29,Bengaluru Rural
400,445,629,Arrest,2023-02-03,Chamarajanagar
401,446,630,Arrest,2025-04-06,Ballari
402,447,631,Surrender,2024-03-13,Ballari
403,448,632,Arrest,2025-10-31,Chikkamagaluru
404,449,633,Arrest,2026-10-07,Shivamogga
405,450,634,Arrest,2023-10-31,Shivamogga
406,451,635,Surrender,2025-04-12,Mysuru
407,452,636,Arrest,2024-08-01,Hassan
408,457,640,Surrender,2023-02-22,Davanagere
409,458,641,Arrest,2024-11-19,Chamarajanagar
410,459,642,Arrest,2025-12-18,Tumakuru
411,460,644,Surrender,2027-01-29,Chitradurga
412,460,645,Arrest,2027-01-25,Chitradurga
413,461,646,Arrest,2026-01-23,Chamarajanagar
414,461,647,Arrest,2026-02-01,Chamarajanagar
415,462,648,Arrest,2025-06-09,Hubballi-Dharwad
416,462,649,Arrest,2025-06-04,Hubballi-Dharwad
417,464,651,Arrest,2024-05-21,Gadag
418,465,652,Arrest,2024-09-18,Shivamogga
419,467,654,Arrest,2023-10-23,Yadgir
420,468,655,Arrest,2022-07-19,Kalaburagi
421,469,657,Arrest,2026-11-02,Kalaburagi
422,470,658,Arrest,2025-07-17,Mysuru
423,471,660,Surrender,2024-07-12,Bengaluru City
424,472,661,Arrest,2026-11-08,Hassan
425,473,662,Surrender,2026-07-22,Davanagere
426,474,663,Arrest,2022-04-04,Chikkamagaluru
427,477,665,Arrest,2022-07-14,Bengaluru Rural
428,479,667,Surrender,2024-01-12,Chitradurga
429,480,668,Surrender,2025-12-29,Kodagu
430,481,669,Surrender,2024-04-05,Bengaluru City
431,482,670,Arrest,2025-03-25,Mandya
432,484,671,Arrest,2024-06-22,Chamarajanagar
433,486,673,Surrender,2022-04-26,Bengaluru City
434,487,675,Arrest,2023-12-11,Kodagu
435,487,676,Surrender,2023-12-06,Kodagu
436,488,677,Arrest,2023-04-11,Bengaluru Rural
437,489,679,Arrest,2022-02-21,Hubballi-Dharwad
438,493,683,Arrest,2022-01-21,Tumakuru
439,493,684,Surrender,2022-01-23,Tumakuru
440,495,686,Arrest,2022-04-25,Davanagere
441,496,687,Arrest,2025-09-11,Tumakuru
442,498,689,Arrest,2025-10-29,Davanagere
443,500,693,Arrest,2023-07-12,Hubballi-Dharwad
444,501,694,Arrest,2026-06-13,Raichur
445,502,696,Arrest,2026-12-30,Bengaluru City
446,503,699,Arrest,2022-10-20,Vijayapura
447,503,700,Arrest,2022-11-15,Vijayapura
448,504,701,Surrender,2023-12-17,Kolar
449,505,702,Arrest,2026-08-17,Bengaluru City
450,506,704,Arrest,2026-06-02,Chikkamagaluru
451,507,705,Arrest,2024-12-16,Koppal
452,508,708,Arrest,2024-09-14,Hassan
453,509,710,Arrest,2026-09-06,Yadgir
454,510,711,Arrest,2025-07-31,Bengaluru Rural
455,511,712,Arrest,2026-09-04,Tumakuru
456,511,713,Arrest,2026-08-17,Tumakuru
457,512,714,Surrender,2026-01-04,Davanagere
458,513,716,Arrest,2025-12-05,Kolar
459,513,717,Arrest,2025-12-18,Kolar
460,514,718,Arrest,2025-07-22,Mysuru
461,514,719,Surrender,2025-07-17,Mysuru
462,515,720,Arrest,2024-07-04,Mandya
463,517,723,Arrest,2025-01-26,Mangaluru (Dakshina Kannada)
464,519,725,Surrender,2025-12-03,Mangaluru (Dakshina Kannada)
465,519,726,Arrest,2025-12-18,Mangaluru (Dakshina Kannada)
466,520,728,Arrest,2026-12-26,Belagavi
467,521,730,Arrest,2024-10-22,Bengaluru Rural
468,521,731,Arrest,2024-10-09,Bengaluru Rural
469,522,732,Arrest,2024-12-19,Kodagu
470,522,734,Arrest,2025-01-04,Kodagu
471,523,735,Arrest,2026-04-10,Ramanagara
472,523,736,Arrest,2026-04-09,Ramanagara
473,524,737,Arrest,2025-03-24,Davanagere
474,525,738,Arrest,2026-07-29,Kodagu
475,527,741,Arrest,2025-01-19,Belagavi
476,529,743,Arrest,2026-01-10,Bidar
477,530,744,Arrest,2026-04-08,Hubballi-Dharwad
478,531,745,Arrest,2025-09-28,Kodagu
479,532,747,Surrender,2023-05-08,Bengaluru City
480,532,748,Arrest,2023-05-21,Bengaluru City
481,533,749,Arrest,2025-07-14,Kodagu
482,533,750,Arrest,2025-07-27,Kodagu
483,534,751,Arrest,2025-08-16,Vijayapura
484,534,752,Surrender,2025-08-09,Vijayapura
485,535,753,Arrest,2025-11-03,Belagavi
486,536,754,Arrest,2025-08-14,Hassan
487,537,755,Arrest,2024-02-02,Belagavi
488,537,756,Arrest,2024-02-07,Belagavi
489,539,760,Arrest,2025-07-03,Hassan
490,542,763,Arrest,2025-09-30,Belagavi
491,543,764,Arrest,2024-11-07,Davanagere
492,544,765,Arrest,2026-01-17,Mysuru
493,545,767,Arrest,2023-04-27,Chamarajanagar
494,546,768,Arrest,2023-06-19,Chitradurga
495,547,769,Arrest,2026-05-19,Yadgir
496,547,770,Arrest,2026-05-15,Yadgir
497,548,771,Surrender,2025-03-09,Mysuru
498,549,772,Arrest,2023-09-17,Bengaluru Rural
499,550,773,Surrender,2025-01-27,Bengaluru City
500,550,774,Arrest,2025-02-02,Bengaluru City
501,551,775,Surrender,2023-05-04,Hubballi-Dharwad
502,553,777,Arrest,2024-07-02,Chikkamagaluru
503,554,778,Arrest,2023-10-16,Chamarajanagar
504,555,781,Arrest,2025-11-01,Haveri
505,556,782,Arrest,2026-02-09,Gadag
506,557,784,Surrender,2025-01-08,Tumakuru
507,558,786,Arrest,2026-11-19,Kalaburagi
508,559,788,Arrest,2022-08-27,Belagavi
509,561,791,Arrest,2025-02-19,Bengaluru City
510,561,792,Arrest,2025-03-06,Bengaluru City
511,562,794,Surrender,2023-08-31,Bidar
512,563,795,Arrest,2025-12-09,Tumakuru
513,564,796,Arrest,2026-07-27,Mangaluru (Dakshina Kannada)
514,565,797,Arrest,2024-11-29,Mangaluru (Dakshina Kannada)
515,566,798,Arrest,2024-02-05,Shivamogga
516,566,799,Surrender,2024-01-16,Shivamogga
517,568,802,Arrest,2023-06-07,Hassan
518,568,803,Arrest,2023-06-19,Hassan
519,568,804,Arrest,2023-06-25,Hassan
520,569,805,Arrest,2022-12-14,Ballari
521,570,806,Surrender,2026-11-13,Mangaluru (Dakshina Kannada)
522,573,808,Arrest,2025-12-21,Bengaluru City
523,574,809,Arrest,2022-10-05,Ramanagara
524,575,810,Surrender,2026-09-18,Udupi
525,576,811,Arrest,2025-12-18,Belagavi
526,577,812,Arrest,2025-07-21,Hubballi-Dharwad
527,580,815,Surrender,2022-11-05,Kolar
528,580,816,Arrest,2022-10-15,Kolar
529,582,818,Surrender,2026-09-19,Chamarajanagar
530,583,819,Arrest,2025-10-09,Kolar
531,584,821,Arrest,2025-11-21,Davanagere
532,585,823,Arrest,2023-02-05,Tumakuru
533,585,824,Arrest,2023-03-06,Tumakuru
534,586,825,Arrest,2026-07-17,Bidar
535,589,827,Arrest,2026-12-26,Bengaluru Rural
536,592,833,Surrender,2026-07-25,Raichur
