VictimMasterID,CaseMasterID,GenderID,AgeYear
1124,987,F,33
1125,988,F,5
1126,989,F,44
1127,990,M,34
1128,991,M,22
1129,992,F,23
1130,992,M,41
1131,993,M,32
1132,994,F,37
1133,995,M,50
1134,996,F,12
1135,996,M,18
1136,997,F,42
1137,998,F,43
1138,998,F,12
1139,999,M,43
1140,999,F,8
1141,1000,M,29
1142,1000,M,31
1143,1001,T,11
1144,1002,F,33
1145,1003,M,39
1146,1004,F,41
1147,1005,F,31
1148,1006,F,22
1149,1007,M,7
1150,1007,F,39
1151,1008,M,29
1152,1009,F,27
1153,1009,M,21
1154,1010,F,23
1155,1011,M,22
1156,1012,F,31
1157,1013,F,45
1158,1014,F,29
1159,1015,M,38
1160,1015,M,8
1161,1016,M,24
1162,1017,F,36
1163,1018,M,31
1164,1019,M,36
1165,1020,F,38
1166,1021,F,39
1167,1022,F,31
1168,1023,F,51
1169,1024,F,49
1170,1025,F,54
1171,1026,F,37
1172,1027,F,20
1173,1028,M,27
1174,1029,F,30
1175,1029,F,52
1176,1030,M,41
1177,1031,M,27
1178,1032,F,19
1179,1033,M,22
1180,1034,M,29
1181,1035,F,13
1182,1036,F,43
1183,1037,F,46
1184,1038,M,32
1185,1039,M,46
1186,1040,F,36
1187,1041,F,23
1188,1042,M,24
1189,1043,M,17
1190,1044,F,35
1191,1045,F,52
1192,1046,F,42
1193,1047,M,12
1194,1048,F,12
1195,1049,F,51
1196,1050,F,34
1197,1051,F,18
1198,1052,M,35
1199,1053,F,17
1200,1054,F,5
1201,1055,M,40
1202,1055,F,26
1203,1056,M,25
1204,1057,M,55
1205,1058,F,35
1206,1058,M,17
1207,1059,F,48
1208,1060,M,44
1209,1061,F,30
1210,1062,M,48
1211,1063,M,26
1212,1064,M,35
1213,1065,F,16
1214,1066,F,40
1215,1067,F,43
1216,1068,M,11
1217,1069,F,36
1218,1070,F,33
1219,1071,F,30
1220,1072,F,21
1221,1073,F,24
1222,1074,F,65
1223,1075,F,32
1224,1076,F,44
1225,1077,F,32
1226,1078,M,34
1227,1079,F,71
1228,1080,M,29
1229,1081,F,20
1230,1082,F,39
1231,1082,M,38
1232,1083,M,33
1233,1084,F,50
1234,1084,F,37
1235,1085,F,14
1236,1086,M,34
1237,1087,M,31
1238,1088,F,62
1239,1089,F,37
1240,1090,F,27
1241,1091,F,13
1242,1091,F,12
1243,1092,M,41
1244,1093,M,33
1245,1094,F,44
1246,1095,M,46
1247,1096,M,31
1248,1097,F,50
1249,1098,F,31
1250,1099,F,29
1251,1100,M,48
1252,1101,M,46
1253,1102,M,29
1254,1103,M,26
1255,1104,F,43
1256,1105,M,23
1257,1106,F,39
1258,1107,M,38
1259,1108,F,48
1260,1109,M,50
1261,1110,F,35
1262,1111,T,38
1263,1112,M,38
1264,1113,F,22
1265,1113,F,25
1266,1114,F,50
1267,1115,M,40
1268,1116,F,50
1269,1117,M,47
1270,1118,F,21
1271,1119,F,15
1272,1120,F,53
1273,1121,F,41
1274,1122,M,22
1275,1123,M,38
1276,1124,F,34
1277,1125,M,64
1278,1126,M,62
1279,1127,M,50
1280,1128,M,50
1281,1129,M,35
1282,1130,F,41
1283,1131,F,49
1284,1132,F,65
1285,1133,M,22
1286,1133,T,44
1287,1134,F,57
1288,1135,M,5
1289,1136,F,27
1290,1137,M,31
1291,1138,M,29
1292,1138,M,41
1293,1139,F,20
1294,1139,M,23
1295,1140,M,15
1296,1141,F,25
1297,1142,M,5
1298,1143,F,48
1299,1144,M,38
1300,1145,M,33
1301,1146,F,31
1302,1147,F,13
1303,1148,M,35
1304,1149,F,53
1305,1150,F,30
1306,1151,M,41
1307,1152,F,28
1308,1153,F,36
1309,1153,M,38
1310,1154,F,33
1311,1155,M,37
1312,1156,F,48
1313,1157,F,50
1314,1158,M,55
1315,1158,F,39
1316,1159,M,38
1317,1160,M,31
1318,1161,F,18
1319,1162,M,45
1320,1163,T,32
1321,1164,M,62
1322,1165,F,36
1323,1166,F,14
1324,1167,M,53
1325,1168,M,41
1326,1169,F,6
1327,1170,M,32
1328,1171,F,28
1329,1172,F,41
1330,1173,M,40
1331,1174,M,29
1332,1175,F,24
1333,1176,M,22
1334,1177,M,69
1335,1178,M,18
1336,1179,F,40
1337,1180,F,45
1338,1181,F,52
1339,1182,M,42
1340,1183,M,36
1341,1183,M,15
1342,1184,F,46
1343,1185,M,31
1344,1186,M,44
1345,1187,M,32
1346,1188,F,54
1347,1188,M,29
1348,1189,F,35
1349,1190,F,41
1350,1190,F,47
1351,1191,F,36
1352,1192,F,18
1353,1193,M,38
1354,1194,M,43
1355,1195,F,31
1356,1196,F,13
1357,1197,M,45
1358,1198,F,47
1359,1199,F,29
1360,1200,M,45
1361,1201,F,27
1362,1202,M,23
1363,1203,F,11
1364,1204,M,25
1365,1205,F,71
1366,1206,F,54
1367,1207,F,40
1368,1208,F,45
1369,1209,M,35
1370,1210,F,25
1371,1210,F,57
1372,1211,M,20
1373,1212,M,34
1374,1213,F,32
1375,1214,M,39
1376,1214,M,25
1377,1215,M,42
1378,1215,M,50
1379,1216,M,18
1380,1217,T,18
1381,1218,M,63
1382,1219,F,29
1383,1220,F,44
1384,1221,M,22
1385,1222,F,30
1386,1223,F,54
1387,1224,M,34
1388,1225,F,42
1389,1226,M,11
1390,1227,M,40
1391,1228,M,30
1392,1229,F,41
1393,1230,F,52
1394,1230,M,45
1395,1231,M,29
1396,1232,M,37
1397,1233,M,44
1398,1233,M,44
1399,1234,T,22
1400,1235,M,34
1401,1236,M,30
1402,1237,M,57
1403,1238,M,39
1404,1238,M,25
1405,1239,T,35
1406,1240,M,16
1407,1241,T,24
1408,1241,M,40
1409,1242,M,58
1410,1243,F,51
1411,1244,M,33
1412,1245,M,20
1413,1246,M,43
1414,1246,M,43
1415,1247,M,24
1416,1248,F,43
1417,1249,F,47
1418,1250,F,19
1419,1250,F,44
1420,1251,F,26
1421,1252,M,28
1422,1253,M,56
1423,1254,M,53
1424,1255,M,39
1425,1256,F,32
1426,1257,F,38
1427,1258,M,37
1428,1259,T,18
1429,1260,M,29
1430,1261,M,35
1431,1262,M,34
1432,1263,F,47
1433,1263,F,5
1434,1264,F,20
1435,1265,F,35
1436,1266,M,50
1437,1267,F,25
1438,1268,F,30
1439,1269,F,33
1440,1270,M,22
1441,1271,M,38
1442,1272,T,33
1443,1272,F,67
1444,1273,M,60
1445,1273,F,38
1446,1274,M,50
1447,1274,M,28
1448,1275,F,24
1449,1275,M,54
1450,1276,F,45
1451,1277,M,10
1452,1278,F,33
1453,1279,F,37
1454,1280,F,28
1455,1281,F,5
1456,1282,M,41
1457,1283,M,52
1458,1284,M,12
1459,1285,F,12
1460,1286,F,45
1461,1287,M,29
1462,1288,M,39
1463,1289,T,13
1464,1290,M,32
1465,1291,M,39
1466,1292,M,39
1467,1293,F,19
1468,1294,F,14
1469,1295,F,27
1470,1296,M,32
1471,1297,T,31
1472,1298,M,27
1473,1299,F,34
1474,1300,F,38
1475,1301,M,39
1476,1302,M,43
1477,1303,M,32
1478,1304,M,29
1479,1305,M,51
1480,1306,M,26
1481,1307,M,50
1482,1307,M,34
1483,1308,F,8
1484,1309,M,35
1485,1310,M,58
1486,1311,F,21
1487,1312,F,17
1488,1313,F,52
1489,1313,F,29
1490,1314,M,34
1491,1315,F,5
1492,1316,F,53
1493,1317,F,38
1494,1318,M,31
1495,1319,M,37
1496,1320,F,29
1497,1321,M,39
1498,1322,M,27
1499,1323,M,37
1500,1324,F,30
1501,1324,T,19
1502,1325,F,39
1503,1326,M,57
1504,1327,T,15
1505,1328,M,41
1506,1329,M,19
1507,1330,F,28
1508,1331,M,27
1509,1332,F,19
1510,1332,M,39
1511,1333,F,25
1512,1334,F,27
1513,1335,F,29
1514,1336,F,60
1515,1337,F,45
1516,1338,M,33
1517,1339,F,30
1518,1340,F,28
1519,1341,F,29
1520,1341,F,34
1521,1342,F,40
1522,1342,M,50
1523,1343,F,28
1524,1344,M,31
1525,1345,M,36
1526,1346,F,33
1527,1347,M,21
1528,1348,F,36
1529,1349,M,25
1530,1350,F,39
1531,1351,M,46
1532,1352,M,6
1533,1353,M,43
1534,1354,M,20
1535,1355,M,55
1536,1356,M,50
1537,1357,F,12
1538,1358,M,37
1539,1359,F,27
1540,1360,F,28
1541,1361,F,47
1542,1362,M,20
1543,1363,M,36
1544,1364,F,37
1545,1365,F,42
1546,1366,F,20
1547,1367,F,13
1548,1368,M,29
1549,1369,F,21
1550,1370,M,17
1551,1371,F,44
1552,1372,M,29
1553,1372,F,52
1554,1373,F,5
1555,1374,M,5
1556,1375,M,25
1557,1376,M,16
1558,1377,M,45
1559,1378,T,18
1560,1379,F,33
1561,1380,F,11
1562,1381,F,30
1563,1382,M,23
1564,1383,M,41
1565,1384,F,32
1566,1385,M,37
1567,1386,F,48
1568,1387,F,39
1569,1388,F,50
1570,1389,M,34
1571,1390,F,37
1572,1391,F,45
1573,1391,M,23
1574,1392,F,59
1575,1393,M,39
1576,1394,M,40
1577,1395,F,23
1578,1396,F,28
1579,1397,M,21
1580,1397,M,18
1581,1398,M,50
1582,1399,M,47
1583,1400,M,32
1584,1401,F,45
1585,1402,M,45
1586,1403,M,9
1587,1404,M,64
1588,1405,M,43
1589,1406,F,42
1590,1407,M,11
1591,1408,F,9
1592,1408,T,23
1593,1409,M,14
1594,1410,M,25
1595,1411,M,13
1596,1412,F,29
1597,1413,M,28
1598,1414,F,30
1599,1415,F,55
1600,1415,M,39
1601,1416,F,20
1602,1417,M,53
1603,1418,F,19
1604,1419,M,48
1605,1420,F,34
1606,1421,M,36
1607,1421,M,44
1608,1422,M,47
