VictimMasterID,CaseMasterID,GenderID,AgeYear
1124,981,T,16
1125,982,M,12
1126,983,M,36
1127,984,F,36
1128,985,M,40
1129,986,F,48
1130,986,M,17
1131,987,T,61
1132,988,F,16
1133,989,M,27
1134,990,F,46
1135,991,M,68
1136,992,M,50
1137,993,M,33
1138,994,F,39
1139,995,T,18
1140,996,F,29
1141,996,F,27
1142,997,F,18
1143,998,M,52
1144,999,M,38
1145,1000,F,40
1146,1001,M,48
1147,1002,F,38
1148,1003,F,29
1149,1004,M,5
1150,1005,F,5
1151,1006,T,27
1152,1007,F,42
1153,1008,F,35
1154,1009,M,17
1155,1010,M,52
1156,1011,F,47
1157,1012,F,43
1158,1013,M,25
1159,1014,F,35
1160,1015,F,5
1161,1016,F,44
1162,1017,M,34
1163,1018,M,22
1164,1019,F,23
1165,1019,M,41
1166,1020,M,21
1167,1021,F,46
1168,1022,T,37
1169,1023,F,37
1170,1024,F,15
1171,1024,M,36
1172,1025,M,46
1173,1026,F,24
1174,1027,M,36
1175,1028,M,61
1176,1029,F,40
1177,1030,M,54
1178,1031,F,38
1179,1032,F,52
1180,1033,F,20
1181,1034,M,67
1182,1034,F,44
1183,1035,F,47
1184,1036,F,48
1185,1037,M,42
1186,1038,F,58
1187,1038,M,37
1188,1039,M,22
1189,1040,F,31
1190,1041,F,5
1191,1042,F,32
1192,1043,M,19
1193,1044,F,57
1194,1045,F,33
1195,1046,M,38
1196,1047,F,40
1197,1048,M,5
1198,1049,F,21
1199,1050,F,43
1200,1051,F,36
1201,1052,F,31
1202,1052,F,55
1203,1053,F,40
1204,1054,M,22
1205,1055,M,5
1206,1055,M,24
1207,1056,M,40
1208,1057,F,33
1209,1058,F,19
1210,1059,F,34
1211,1060,F,35
1212,1061,F,43
1213,1062,M,30
1214,1062,M,38
1215,1063,F,37
1216,1064,M,19
1217,1064,F,46
1218,1065,F,45
1219,1066,M,21
1220,1066,F,40
1221,1067,M,20
1222,1068,F,46
1223,1069,M,35
1224,1070,M,32
1225,1070,M,15
1226,1071,F,47
1227,1072,M,41
1228,1073,F,64
1229,1074,M,32
1230,1075,M,19
1231,1076,F,51
1232,1077,M,29
1233,1078,M,38
1234,1079,M,32
1235,1080,F,34
1236,1081,F,17
1237,1082,M,18
1238,1083,M,31
1239,1084,M,25
1240,1085,F,12
1241,1086,F,28
1242,1087,M,43
1243,1088,M,37
1244,1089,M,53
1245,1090,M,32
1246,1091,F,43
1247,1091,F,35
1248,1092,F,28
1249,1093,T,19
1250,1094,F,9
1251,1095,F,40
1252,1096,F,51
1253,1097,M,14
1254,1098,F,41
1255,1099,M,31
1256,1100,M,41
1257,1101,M,34
1258,1101,F,44
1259,1102,M,38
1260,1103,F,41
1261,1104,F,32
1262,1105,M,15
1263,1106,M,5
1264,1107,F,30
1265,1108,F,19
1266,1109,M,41
1267,1110,F,20
1268,1111,M,15
1269,1112,M,35
1270,1113,F,26
1271,1114,F,23
1272,1114,M,33
1273,1115,M,42
1274,1116,F,42
1275,1117,F,41
1276,1117,F,23
1277,1118,M,31
1278,1118,M,35
1279,1119,F,18
1280,1120,F,26
1281,1121,F,53
1282,1121,F,47
1283,1122,F,38
1284,1122,F,18
1285,1123,F,54
1286,1124,M,35
1287,1125,F,15
1288,1126,F,35
1289,1127,F,18
1290,1128,F,26
1291,1129,M,48
1292,1130,M,46
1293,1130,F,39
1294,1131,M,29
1295,1132,M,26
1296,1133,F,19
1297,1134,F,48
1298,1135,M,19
1299,1136,M,41
1300,1137,F,41
1301,1138,F,35
1302,1139,M,15
1303,1140,M,59
1304,1141,M,53
1305,1142,M,40
1306,1143,M,28
1307,1144,F,49
1308,1145,F,22
1309,1146,F,21
1310,1147,F,31
1311,1147,F,68
1312,1148,F,53
1313,1149,F,41
1314,1150,F,33
1315,1151,F,36
1316,1152,F,43
1317,1153,F,26
1318,1154,M,48
1319,1155,F,14
1320,1156,M,64
1321,1157,F,16
1322,1158,F,41
1323,1159,F,35
1324,1160,M,33
1325,1161,M,33
1326,1162,M,32
1327,1163,F,29
1328,1164,F,80
1329,1165,M,35
1330,1165,M,32
1331,1166,F,37
1332,1167,F,43
1333,1168,M,20
1334,1169,F,46
1335,1170,M,57
1336,1171,F,47
1337,1172,M,41
1338,1172,F,22
1339,1173,F,26
1340,1174,M,10
1341,1175,F,9
1342,1175,M,28
1343,1176,F,21
1344,1177,M,45
1345,1178,M,36
1346,1179,F,30
1347,1180,M,41
1348,1181,F,21
1349,1182,M,45
1350,1183,F,44
1351,1184,M,25
1352,1185,M,32
1353,1185,M,33
1354,1186,F,26
1355,1187,F,59
1356,1188,M,25
1357,1189,F,46
1358,1190,M,5
1359,1191,F,16
1360,1192,M,62
1361,1193,F,35
1362,1194,M,43
1363,1195,F,40
1364,1196,F,9
1365,1197,M,21
1366,1198,M,11
1367,1199,M,43
1368,1200,F,15
1369,1201,F,20
1370,1202,F,36
1371,1202,M,24
1372,1203,F,29
1373,1204,F,59
1374,1205,M,19
1375,1206,M,14
1376,1207,F,38
1377,1207,F,36
1378,1208,F,52
1379,1209,F,27
1380,1209,M,51
1381,1210,M,5
1382,1211,F,45
1383,1212,F,52
1384,1213,M,42
1385,1214,M,48
1386,1215,F,39
1387,1215,F,9
1388,1216,M,7
1389,1217,F,28
1390,1218,F,41
1391,1219,F,35
1392,1220,F,41
1393,1220,F,47
1394,1221,F,41
1395,1222,M,40
1396,1222,F,50
1397,1223,M,16
1398,1224,M,11
1399,1224,F,45
1400,1225,M,33
1401,1226,M,37
1402,1227,M,18
1403,1228,M,45
1404,1229,M,40
1405,1230,F,29
1406,1231,M,45
1407,1232,M,5
1408,1233,F,25
1409,1234,F,27
1410,1235,F,37
1411,1236,F,64
1412,1236,M,50
1413,1237,M,17
1414,1238,F,45
1415,1239,F,22
1416,1240,F,43
1417,1241,M,17
1418,1242,M,32
1419,1243,F,39
1420,1243,M,37
1421,1244,F,51
1422,1245,M,60
1423,1246,F,47
1424,1247,M,51
1425,1248,F,67
1426,1249,M,18
1427,1250,F,55
1428,1251,M,63
1429,1252,M,53
1430,1253,M,5
1431,1254,F,22
1432,1255,F,28
1433,1256,M,35
1434,1257,F,45
1435,1258,F,65
1436,1258,F,11
1437,1259,F,52
1438,1260,M,33
1439,1261,F,35
1440,1262,M,47
1441,1262,F,35
1442,1263,M,34
1443,1264,F,28
1444,1264,M,25
1445,1265,M,47
1446,1266,F,30
1447,1267,M,38
1448,1268,M,44
1449,1268,M,44
1450,1269,M,29
1451,1270,F,30
1452,1271,M,30
1453,1272,M,57
1454,1273,T,28
1455,1274,T,35
1456,1275,M,16
1457,1276,M,46
1458,1276,F,31
1459,1277,M,58
1460,1278,F,51
1461,1279,M,38
1462,1280,M,48
1463,1281,M,30
1464,1282,F,41
1465,1282,F,5
1466,1283,M,47
1467,1284,M,29
1468,1285,M,45
1469,1285,F,41
1470,1286,F,58
1471,1287,M,21
1472,1288,M,24
1473,1289,M,43
1474,1290,F,29
1475,1291,M,47
1476,1291,F,38
1477,1292,M,37
1478,1293,F,44
1479,1294,M,33
1480,1295,F,41
1481,1296,F,25
1482,1296,F,44
1483,1297,F,35
1484,1298,M,45
1485,1299,F,35
1486,1300,F,19
1487,1301,M,10
1488,1302,T,35
1489,1303,M,37
1490,1304,F,24
1491,1305,M,49
1492,1306,M,55
1493,1307,M,60
1494,1307,F,38
1495,1308,F,22
1496,1308,M,51
1497,1309,F,45
1498,1310,M,14
1499,1311,F,45
1500,1312,M,28
1501,1313,F,5
1502,1314,F,35
1503,1315,M,37
1504,1316,F,5
1505,1317,T,18
1506,1318,M,32
1507,1319,F,45
1508,1320,M,36
1509,1321,F,41
1510,1322,F,5
1511,1322,M,44
1512,1323,F,44
1513,1324,F,40
1514,1325,M,50
1515,1326,F,60
1516,1327,F,33
1517,1328,F,5
1518,1329,M,37
1519,1330,F,21
1520,1331,T,5
1521,1332,M,55
1522,1333,M,23
1523,1334,M,19
1524,1335,M,42
1525,1336,F,43
1526,1337,F,5
1527,1338,M,18
1528,1339,F,27
1529,1340,M,29
1530,1340,M,29
1531,1341,F,34
1532,1342,F,42
1533,1343,F,29
1534,1344,M,10
1535,1345,F,38
1536,1346,F,35
1537,1347,F,20
1538,1348,F,68
1539,1349,M,42
1540,1350,F,29
1541,1351,F,39
1542,1352,F,31
1543,1353,F,46
1544,1354,T,47
1545,1354,F,5
1546,1355,M,22
1547,1356,F,42
1548,1357,M,31
1549,1358,F,23
1550,1359,M,32
1551,1360,F,54
1552,1361,M,29
1553,1362,M,52
1554,1362,F,38
1555,1363,F,31
1556,1364,M,42
1557,1365,M,5
1558,1366,F,39
1559,1366,F,5
1560,1367,T,17
1561,1368,M,57
1562,1369,F,40
1563,1370,F,31
1564,1371,F,35
1565,1371,F,49
1566,1372,F,25
1567,1373,M,43
1568,1373,F,21
1569,1374,F,50
1570,1375,M,26
1571,1376,M,36
1572,1377,F,40
1573,1378,F,30
1574,1379,F,12
1575,1380,F,29
1576,1380,F,34
1577,1381,M,64
1578,1381,M,21
1579,1382,F,19
1580,1382,M,18
1581,1383,F,18
1582,1383,F,23
1583,1384,M,36
1584,1385,F,33
1585,1386,M,21
1586,1387,F,5
1587,1388,M,5
1588,1389,M,49
1589,1390,M,40
1590,1391,M,20
1591,1392,F,44
1592,1392,F,35
1593,1393,F,22
1594,1393,M,38
1595,1394,M,52
1596,1395,M,5
1597,1395,M,37
1598,1396,F,47
1599,1396,M,19
1600,1397,F,27
1601,1398,F,25
1602,1399,M,38
1603,1400,M,41
1604,1401,F,19
1605,1402,M,19
1606,1402,M,47
1607,1403,M,54
1608,1404,F,20
